id_number,name,type_1,type_2,alternative_types,stat_total,HP,Attack,Defense,Special Attack,Special Defense,Speed
872,Snom,Ice,Bug,No alternate type,185,30,25,35,45,30,20
,,,,,,,,,,,
873,Frosmoth,Ice,Bug,No alternate type,475,70,65,60,125,90,65
,,,,,,,,,,,
874,Stonjourner,Rock,No second type,No alternate type,470,100,125,135,20,20,70
,,,,,,,,,,,
875,Eiscue,Ice,No second type,No alternate type,470,75,80,70,65,50,130
,,,,,,,,,,,
876,Indeedee,Psychic,Normal,No alternate type,475,70,55,65,95,105,85
,,,,,,,,,,,
877,Morpeko,Electric,Dark,No alternate type,436,58,95,58,70,58,97
,,,,,,,,,,,
878,Cufant,Steel,No second type,No alternate type,330,72,80,49,40,49,40
,,,,,,,,,,,
879,Copperajah,Steel,No second type,No alternate type,500,122,130,69,80,69,30
,,,,,,,,,,,
880,Dracozolt,Electric,Dragon,No alternate type,505,90,100,90,80,70,75
,,,,,,,,,,,
881,Arctozolt,Electric,Ice,No alternate type,505,90,100,90,90,80,55
,,,,,,,,,,,
882,Dracovish,Water,Dragon,No alternate type,505,90,90,100,70,80,75
,,,,,,,,,,,
883,Arctovish,Water,Ice,No alternate type,505,90,90,100,80,90,55
,,,,,,,,,,,
884,Duraludon,Steel,Dragon,No alternate type,535,70,95,115,120,50,85
,,,,,,,,,,,
885,Dreepy,Dragon,Ghost,No alternate type,270,28,60,30,40,30,82
,,,,,,,,,,,
886,Drakloak,Dragon,Ghost,No alternate type,410,68,80,50,60,50,102
,,,,,,,,,,,
887,Dragapult,Dragon,Ghost,No alternate type,600,88,120,75,100,75,142
,,,,,,,,,,,
888,Zacian,Fairy,Fairy,Steel,670,92,170,115,80,115,148
,,,,,,,,,,,
889,Zamazenta,Fighting,Fighting,Steel,670,92,130,145,80,145,128
,,,,,,,,,,,
890,Eternatus,Poison,Dragon,No alternate type,690,255,115,250,125,250,130
,,,,,,,,,,,
